Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9JJ66	CDC20_MOUSE	reviewed	Cell division cycle protein 20 homolog (mmCdc20) (p55CDC)	Cdc20	Mus musculus (Mouse)	499
Q99M54	CDCA3_MOUSE	reviewed	Cell division cycle-associated protein 3 (Gene-rich cluster protein C8) (Trigger of mitotic entry protein 1) (TOME-1)	Cdca3 C8 Grcc8 Tome1	Mus musculus (Mouse)	266
Q8K2Q0	COMD9_MOUSE	reviewed	COMM domain-containing protein 9	Commd9	Mus musculus (Mouse)	198
Q8R395	COMD5_MOUSE	reviewed	COMM domain-containing protein 5	Commd5	Mus musculus (Mouse)	224
Q9CXW3	CYBP_MOUSE	reviewed	Calcyclin-binding protein (CacyBP) (Siah-interacting protein)	Cacybp Sip	Mus musculus (Mouse)	229
Q62225	CISH_MOUSE	reviewed	Cytokine-inducible SH2-containing protein (CIS) (CIS-1) (Suppressor of cytokine signaling) (SOCS)	Cish Cis	Mus musculus (Mouse)	257
Q9CZG3	COMD8_MOUSE	reviewed	COMM domain-containing protein 8	Commd8	Mus musculus (Mouse)	183
Q63829	COMD3_MOUSE	reviewed	COMM domain-containing protein 3 (Bmi-1 upstream gene protein) (Bup protein)	Commd3 Bup	Mus musculus (Mouse)	195
Q9R1A8	COP1_MOUSE	reviewed	E3 ubiquitin-protein ligase COP1 (EC 2.3.2.27) (Constitutive photomorphogenesis protein 1 homolog) (mCOP1) (RING finger and WD repeat domain protein 2) (RING-type E3 ubiquitin transferase RFWD2)	Cop1 Rfwd2 RNF200	Mus musculus (Mouse)	733
Q9WTX6	CUL1_MOUSE	reviewed	Cullin-1 (CUL-1)	Cul1	Mus musculus (Mouse)	776
Q9JLV5	CUL3_MOUSE	reviewed	Cullin-3 (CUL-3)	Cul3	Mus musculus (Mouse)	768
Q3TCH7	CUL4A_MOUSE	reviewed	Cullin-4A (CUL-4A)	Cul4a	Mus musculus (Mouse)	759
A2A432	CUL4B_MOUSE	reviewed	Cullin-4B (CUL-4B)	Cul4b mKIAA0695	Mus musculus (Mouse)	970
Q5U4C9	DYRK2_MOUSE	reviewed	Dual specificity tyrosine-phosphorylation-regulated kinase 2 (EC 2.7.12.1)	Dyrk2	Mus musculus (Mouse)	599
Q8CCE9	E4F1_MOUSE	reviewed	Transcription factor E4F1 (EC 2.3.2.27) (E4F transcription factor 1) (Putative E3 ubiquitin-protein ligase E4F1) (RING-type E3 ubiquitin transferase E4F1) (Transcription factor E4F) (Transcription factor phi AP3) (p120E4F)	E4f1	Mus musculus (Mouse)	783
P08152	EGR2_MOUSE	reviewed	E3 SUMO-protein ligase EGR2 (EC 2.3.2.-) (E3 SUMO-protein transferase ERG2) (Early growth response protein 2) (EGR-2) (Zinc finger protein Krox-20)	Egr2 Egr-2 Krox-20 Zfp-25	Mus musculus (Mouse)	470
Q9DCH4	EIF3F_MOUSE	reviewed	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)	Eif3f Eif3s5	Mus musculus (Mouse)	361
Q8K2I9	FBH1_MOUSE	reviewed	F-box DNA helicase 1 (EC 3.6.4.12) (F-box only protein 18)	Fbh1 Fbx18 Fbxo18	Mus musculus (Mouse)	1042
Q8VDH1	FBX21_MOUSE	reviewed	F-box only protein 21	Fbxo21 Fbx21 Kiaa0875	Mus musculus (Mouse)	627
Q5NBU5	FBX39_MOUSE	reviewed	F-box only protein 39	Fbxo39	Mus musculus (Mouse)	443
Q9D2Y6	FBX25_MOUSE	reviewed	F-box only protein 25	Fbxo25 Fbx25	Mus musculus (Mouse)	357
Q6DIA9	FBX27_MOUSE	reviewed	F-box only protein 27	Fbxo27	Mus musculus (Mouse)	280
Q8BK26	FBX44_MOUSE	reviewed	F-box only protein 44 (F-box only protein 6a)	Fbxo44 Fbxo6a	Mus musculus (Mouse)	255
Q9CPU7	FBX32_MOUSE	reviewed	F-box only protein 32 (Atrogin-1) (Muscle atrophy F-box protein) (MAFbx)	Fbxo32	Mus musculus (Mouse)	355
Q8C2S5	FBXL5_MOUSE	reviewed	F-box/LRR-repeat protein 5 (F-box and leucine-rich repeat protein 5)	Fbxl5	Mus musculus (Mouse)	690
Q80XI1	FBX34_MOUSE	reviewed	F-box only protein 34	Fbxo34	Mus musculus (Mouse)	695
Q5BJ29	FBXL7_MOUSE	reviewed	F-box/LRR-repeat protein 7 (F-box and leucine-rich repeat protein 7)	Fbxl7 Kiaa0840	Mus musculus (Mouse)	491
Q3U7U3	FBX7_MOUSE	reviewed	F-box only protein 7	Fbxo7	Mus musculus (Mouse)	523
Q78JE5	FBX22_MOUSE	reviewed	F-box only protein 22	Fbxo22 Fbx22	Mus musculus (Mouse)	402
Q6PDJ6	FBX42_MOUSE	reviewed	F-box only protein 42	Fbxo42	Mus musculus (Mouse)	717
L7N1X6	FBW15_MOUSE	reviewed	F-box/WD repeat-containing protein 15	Fbxw15 Fbxo12J	Mus musculus (Mouse)	466
Q8BIG4	FBX28_MOUSE	reviewed	F-box only protein 28	Fbxo28 D1Ertd578e Kiaa0483	Mus musculus (Mouse)	368
Q80UW2	FBX2_MOUSE	reviewed	F-box only protein 2	Fbxo2 Fbs1 Fbx2	Mus musculus (Mouse)	297
Q8BJL1	FBX30_MOUSE	reviewed	F-box only protein 30 (Muscle ubiquitin ligase of SCF complex in atrophy-1) (MUSA1)	Fbxo30	Mus musculus (Mouse)	746
Q8C4V4	FBXL3_MOUSE	reviewed	F-box/LRR-repeat protein 3 (F-box and leucine-rich repeat protein 3A) (F-box/LRR-repeat protein 3A) (Protein after-hours) (Protein overtime)	Fbxl3 Afh Fbl3a Fbxl3a Ovtm	Mus musculus (Mouse)	428
Q5SRY7	FBW1B_MOUSE	reviewed	F-box/WD repeat-containing protein 11 (F-box and WD repeats protein beta-TrCP2) (F-box/WD repeat-containing protein 1B) (Homologous to Slimb protein) (HOS)	Fbxw11 Btrcp2 Fbw1b Fbxw1b	Mus musculus (Mouse)	542
Q9CQ24	FBX36_MOUSE	reviewed	F-box only protein 36	Fbxo36	Mus musculus (Mouse)	188
Q8VBV4	FBXW7_MOUSE	reviewed	F-box/WD repeat-containing protein 7 (F-box and WD-40 domain-containing protein 7) (F-box protein FBW7) (F-box protein Fbxw6) (F-box-WD40 repeat protein 6) (SEL-10)	Fbxw7 Fbw7 Fbwd6 Fbxw6	Mus musculus (Mouse)	710
Q8BIA4	FBXW8_MOUSE	reviewed	F-box/WD repeat-containing protein 8 (F-box and WD-40 domain-containing protein 8)	Fbxw8	Mus musculus (Mouse)	598
Q8CFD5	ERCC8_MOUSE	reviewed	DNA excision repair protein ERCC-8 (Cockayne syndrome WD repeat protein CSA homolog)	Ercc8 Ckn1 Csa	Mus musculus (Mouse)	397
Q8BMI0	FBX38_MOUSE	reviewed	F-box only protein 38 (Modulator of KLF7 activity) (MoKA)	Fbxo38	Mus musculus (Mouse)	1194
P62932	FBX40_MOUSE	reviewed	F-box only protein 40	Fbxo40	Mus musculus (Mouse)	710
Q9D417	FBX24_MOUSE	reviewed	F-box only protein 24	Fbxo24 Fbx24	Mus musculus (Mouse)	589
Q8BK06	FBX9_MOUSE	reviewed	F-box only protein 9	Fbxo9 MNCb-2471	Mus musculus (Mouse)	437
Q8C9S8	ATG4A_MOUSE	reviewed	Cysteine protease ATG4A (EC 3.4.22.-) (AUT-like 2 cysteine endopeptidase) (Autophagin-2) (Autophagy-related cysteine endopeptidase 2) (Autophagy-related protein 4 homolog A)	Atg4a Apg4a Autl2	Mus musculus (Mouse)	396
Q9CVD2	ATX3_MOUSE	reviewed	Ataxin-3 (EC 3.4.19.12) (Machado-Joseph disease protein 1 homolog)	Atxn3 Mjd	Mus musculus (Mouse)	355
Q3UI43	BABA1_MOUSE	reviewed	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	Babam1 Merit40 Nba1	Mus musculus (Mouse)	333
Q8K3W0	BABA2_MOUSE	reviewed	BRISC and BRCA1-A complex member 2 (BRCA1-A complex subunit BRE) (BRCA1/BRCA2-containing complex subunit 45) (Brain and reproductive organ-expressed protein)	Babam2 Bre	Mus musculus (Mouse)	383
Q8BGV7	BACD1_MOUSE	reviewed	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1 (BTB/POZ domain-containing protein KCTD13) (Polymerase delta-interacting protein 1)	Kctd13 Poldip1	Mus musculus (Mouse)	329
Q99PU7	BAP1_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase BAP1 (EC 3.4.19.12) (BRCA1-associated protein 1) (Ubiquitin C-terminal hydrolase X4) (UCH-X4)	Bap1 Kiaa0272	Mus musculus (Mouse)	728
Q9Z2A5	ATE1_MOUSE	reviewed	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	Ate1	Mus musculus (Mouse)	516
Q9CPX6	ATG3_MOUSE	reviewed	Ubiquitin-like-conjugating enzyme ATG3 (EC 2.3.2.-) (Autophagy-related protein 3) (APG3-like)	Atg3 Apg3l	Mus musculus (Mouse)	314
Q9CQY1	ATG12_MOUSE	reviewed	Ubiquitin-like protein ATG12 (Autophagy-related protein 12) (APG12-like)	Atg12 Apg12 Apg12l	Mus musculus (Mouse)	141
Q8R1P4	ATG10_MOUSE	reviewed	Ubiquitin-like-conjugating enzyme ATG10 (EC 2.3.2.-) (Autophagy-related protein 10) (APG10-like) (mAPG10)	Atg10 Apg10l	Mus musculus (Mouse)	215
P70295	AUP1_MOUSE	reviewed	Ancient ubiquitous protein 1	Aup1	Mus musculus (Mouse)	410
Q91ZT9	ASB8_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 8 (ASB-8)	Asb8	Mus musculus (Mouse)	288
Q91ZU1	ASB6_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 6 (ASB-6)	Asb6	Mus musculus (Mouse)	418
Q8BGV9	ATG4D_MOUSE	reviewed	Cysteine protease ATG4D (EC 3.4.22.-) (AUT-like 4 cysteine endopeptidase) (Autophagin-4) (Autophagy-related cysteine endopeptidase 4) (Autophagy-related protein 4 homolog D) [Cleaved into: Cysteine protease ATG4D, mitochondrial]	Atg4d Apg4d Autl4	Mus musculus (Mouse)	474
Q9D906	ATG7_MOUSE	reviewed	Ubiquitin-like modifier-activating enzyme ATG7 (ATG12-activating enzyme E1 ATG7) (Autophagy-related protein 7) (APG7-like) (mAGP7) (Ubiquitin-activating enzyme E1-like protein)	Atg7 Apg7l	Mus musculus (Mouse)	698
Q8K2H6	APC10_MOUSE	reviewed	Anaphase-promoting complex subunit 10 (APC10) (Cyclosome subunit 10)	Anapc10 Apc10	Mus musculus (Mouse)	185
Q8BTZ4	APC5_MOUSE	reviewed	Anaphase-promoting complex subunit 5 (APC5) (Cyclosome subunit 5)	Anapc5 MNCb-2778	Mus musculus (Mouse)	740
Q9CPV2	APC16_MOUSE	reviewed	Anaphase-promoting complex subunit 16 (APC16) (Cyclosome subunit 16)	Anapc16 D10Ertd641e	Mus musculus (Mouse)	110
Q8CHG5	AREL1_MOUSE	reviewed	Apoptosis-resistant E3 ubiquitin protein ligase 1 (EC 2.3.2.26) (Apoptosis-resistant HECT-type E3 ubiquitin transferase 1)	Arel1 Kiaa0317	Mus musculus (Mouse)	823
Q9D738	ASB12_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 12 (ASB-12)	Asb12	Mus musculus (Mouse)	308
Q8VBX0	ASB13_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 13 (ASB-13)	Asb13	Mus musculus (Mouse)	278
Q91ZT8	ASB9_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 9 (ASB-9)	Asb9	Mus musculus (Mouse)	290
Q8VHS6	ASB15_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 15 (ASB-15)	Asb15	Mus musculus (Mouse)	583
Q8VHS5	ASB16_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 16 (ASB-16)	Asb16	Mus musculus (Mouse)	453
Q9WV71	ASB4_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 4 (ASB-4)	Asb4	Mus musculus (Mouse)	426
Q8VHP9	ASB17_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 17 (ASB-17)	Asb17	Mus musculus (Mouse)	295
Q8VHA6	ASB18_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 18 (ASB-18)	Asb18	Mus musculus (Mouse)	467
Q91ZU0	ASB7_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 7 (ASB-7)	Asb7	Mus musculus (Mouse)	318
Q8BGE6	ATG4B_MOUSE	reviewed	Cysteine protease ATG4B (EC 3.4.22.-) (AUT-like 1 cysteine endopeptidase) (Autophagin-1) (Autophagy-related cysteine endopeptidase 1) (Autophagy-related protein 4 homolog B)	Atg4b Apg4b Autl1 Kiaa0943	Mus musculus (Mouse)	393
Q9WV74	ASB1_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 1 (ASB-1)	Asb1	Mus musculus (Mouse)	336
P59598	ASXL1_MOUSE	reviewed	Putative Polycomb group protein ASXL1 (Additional sex combs-like protein 1)	Asxl1 Kiaa0978	Mus musculus (Mouse)	1514
Q9Z1K5	ARI1_MOUSE	reviewed	E3 ubiquitin-protein ligase ARIH1 (EC 2.3.2.31) (Protein ariadne-1 homolog) (ARI-1) (RING-type E3 ubiquitin transferase ARIH1) (UbcH7-binding protein) (UbcM4-interacting protein 77) (Ubiquitin-conjugating enzyme E2-binding protein 1)	Arih1 Ari Ubch7bp Uip77	Mus musculus (Mouse)	555
Q91ZT7	ASB10_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 10 (ASB-10)	Asb10	Mus musculus (Mouse)	467
Q9CQ31	ASB11_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 11 (ASB-11)	Asb11	Mus musculus (Mouse)	323
Q8K0L0	ASB2_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 2 (ASB-2)	Asb2	Mus musculus (Mouse)	634
Q9WV72	ASB3_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 3 (ASB-3)	Asb3	Mus musculus (Mouse)	525
Q9D1A4	ASB5_MOUSE	reviewed	Ankyrin repeat and SOCS box protein 5 (ASB-5)	Asb5	Mus musculus (Mouse)	329
Q9Z1K6	ARI2_MOUSE	reviewed	E3 ubiquitin-protein ligase ARIH2 (ARI-2) (Protein ariadne-2 homolog) (EC 2.3.2.31) (RING-type E3 ubiquitin transferase ARIH2) (Triad1 protein) (UbcM4-interacting protein 48)	Arih2 Ari2 Triad1 Uip48	Mus musculus (Mouse)	492
Q922M3	BACD3_MOUSE	reviewed	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 (mBACURD3) (BTB/POZ domain-containing protein KCTD10)	Kctd10	Mus musculus (Mouse)	315
O70445	BARD1_MOUSE	reviewed	BRCA1-associated RING domain protein 1 (BARD-1) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BARD1)	Bard1	Mus musculus (Mouse)	765
Q5DTM8	BRE1A_MOUSE	reviewed	E3 ubiquitin-protein ligase BRE1A (BRE1-A) (EC 2.3.2.27) (RING finger protein 20) (RING-type E3 ubiquitin transferase BRE1A)	Rnf20 Bre1a Kiaa4116	Mus musculus (Mouse)	973
Q3U319	BRE1B_MOUSE	reviewed	E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B)	Rnf40 Bre1b Kiaa0661	Mus musculus (Mouse)	1001
Q6ZQ38	CAND1_MOUSE	reviewed	Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (p120 CAND1)	Cand1 D10Ertd516e Kiaa0829	Mus musculus (Mouse)	1230
Q99MP8	BRAP_MOUSE	reviewed	BRCA1-associated protein (EC 2.3.2.27) (BRAP2) (Impedes mitogenic signal propagation) (IMP) (RING-type E3 ubiquitin transferase BRAP2)	Brap	Mus musculus (Mouse)	591
O70479	BACD2_MOUSE	reviewed	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2 (BTB/POZ domain-containing protein TNFAIP1) (Tumor necrosis factor, alpha-induced protein 1, endothelial)	Tnfaip1 Edp1	Mus musculus (Mouse)	316
A2AWP0	BIRC7_MOUSE	reviewed	Baculoviral IAP repeat-containing protein 7 (EC 2.3.2.27) (Livin) (RING-type E3 ubiquitin transferase BIRC7) [Cleaved into: Baculoviral IAP repeat-containing protein 7 30 kDa subunit (Truncated livin) (p30-Livin) (tLivin)]	Birc7 Livin	Mus musculus (Mouse)	285
Q7M757	BRC3L_MOUSE	reviewed	Lys-63-specific deubiquitinase BRCC36-like (EC 3.4.19.-)	C6.1al Gm5136	Mus musculus (Mouse)	291
Q6ZQ73	CAND2_MOUSE	reviewed	Cullin-associated NEDD8-dissociated protein 2 (Cullin-associated and neddylation-dissociated protein 2) (TBP-interacting protein of 120 kDa B) (TBP-interacting protein 120B) (p120 CAND2)	Cand2 Kiaa0667 Tip120b	Mus musculus (Mouse)	1235
Q62210	BIRC2_MOUSE	reviewed	Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (Inhibitor of apoptosis protein 2) (mIAP2) (RING-type E3 ubiquitin transferase BIRC2)	Birc2	Mus musculus (Mouse)	612
O08863	BIRC3_MOUSE	reviewed	Baculoviral IAP repeat-containing protein 3 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 2) (C-IAP2) (Inhibitor of apoptosis protein 1) (mIAP1) (RING-type E3 ubiquitin transferase BIRC3)	Birc3	Mus musculus (Mouse)	600
O88738	BIRC6_MOUSE	reviewed	Baculoviral IAP repeat-containing protein 6 (EC 2.3.2.27) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (RING-type E3 ubiquitin transferase BIRC6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)	Birc6 Kiaa1289	Mus musculus (Mouse)	4882
P48754	BRCA1_MOUSE	reviewed	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	Brca1	Mus musculus (Mouse)	1812
P58544	BTBD1_MOUSE	reviewed	BTB/POZ domain-containing protein 1 (Glucose signal-repressing protein)	Btbd1 Gsrp	Mus musculus (Mouse)	488
P22682	CBL_MOUSE	reviewed	E3 ubiquitin-protein ligase CBL (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL)	Cbl	Mus musculus (Mouse)	913
P62869	ELOB_MOUSE	reviewed	Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)	Elob Tceb2	Mus musculus (Mouse)	118
Q7TPV2	DZIP3_MOUSE	reviewed	E3 ubiquitin-protein ligase DZIP3 (EC 2.3.2.27) (DAZ-interacting protein 3 homolog) (RING-type E3 ubiquitin transferase DZIP3)	Dzip3 Kiaa0675	Mus musculus (Mouse)	1204
Q8R3P2	DTX2_MOUSE	reviewed	Probable E3 ubiquitin-protein ligase DTX2 (EC 2.3.2.27) (Protein deltex-2) (Deltex2) (mDTX2) (RING-type E3 ubiquitin transferase DTX2)	Dtx2	Mus musculus (Mouse)	619
Q3UIR3	DTX3L_MOUSE	reviewed	E3 ubiquitin-protein ligase DTX3L (EC 2.3.2.27) (Protein deltex-3-like) (RING-type E3 ubiquitin transferase DTX3L)	Dtx3l Bbap	Mus musculus (Mouse)	748
Q80V91	DTX3_MOUSE	reviewed	Probable E3 ubiquitin-protein ligase DTX3 (EC 2.3.2.27) (Protein deltex-3) (Deltex3) (mDTX3) (RING-type E3 ubiquitin transferase DTX3)	Dtx3	Mus musculus (Mouse)	347
Q6PDK8	DTX4_MOUSE	reviewed	E3 ubiquitin-protein ligase DTX4 (EC 2.3.2.27) (Protein deltex-4) (Deltex4) (RING-type E3 ubiquitin transferase DTX4)	Dtx4	Mus musculus (Mouse)	616
P83940	ELOC_MOUSE	reviewed	Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Stromal membrane-associated protein SMAP1B homolog) (Transcription elongation factor B polypeptide 1)	Eloc Tceb1	Mus musculus (Mouse)	112
Q99J79	DDB2_MOUSE	reviewed	DNA damage-binding protein 2 (Damage-specific DNA-binding protein 2)	Ddb2	Mus musculus (Mouse)	432
Q9D291	DESI2_MOUSE	reviewed	Deubiquitinase DESI2 (EC 3.4.19.12) (Desumoylating isopeptidase 2) (DeSI-2) (PPPDE peptidase domain-containing protein 1) (Protein FAM152A)	Desi2 Fam152a Pppde1	Mus musculus (Mouse)	194
Q91VU6	DCA11_MOUSE	reviewed	DDB1- and CUL4-associated factor 11 (WD repeat-containing protein 23)	Dcaf11 D14Ucla1 Wdr23	Mus musculus (Mouse)	549
A2AKB9	DCA10_MOUSE	reviewed	DDB1- and CUL4-associated factor 10 (WD repeat-containing protein 32)	Dcaf10 Wdr32	Mus musculus (Mouse)	566
Q6PFH3	DCA15_MOUSE	reviewed	DDB1- and CUL4-associated factor 15	Dcaf15	Mus musculus (Mouse)	600
Q9CXX9	CUED2_MOUSE	reviewed	CUE domain-containing protein 2	Cuedc2	Mus musculus (Mouse)	284
Q9D4H8	CUL2_MOUSE	reviewed	Cullin-2 (CUL-2)	Cul2	Mus musculus (Mouse)	745
Q80TR8	DCAF1_MOUSE	reviewed	DDB1- and CUL4-associated factor 1 (Serine/threonine-protein kinase VPRBP) (EC 2.7.11.1)	Dcaf1 Kiaa0800 Vprbp	Mus musculus (Mouse)	1506
Q8N7N5	DCAF8_MOUSE	reviewed	DDB1- and CUL4-associated factor 8 (WD repeat-containing protein 42A)	Dcaf8 D1Ucla4 H326 Wdr42a	Mus musculus (Mouse)	591
Q3U1J4	DDB1_MOUSE	reviewed	DNA damage-binding protein 1 (DDB p127 subunit) (Damage-specific DNA-binding protein 1) (UV-damaged DNA-binding factor)	Ddb1	Mus musculus (Mouse)	1140
Q80TQ2	CYLD_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase CYLD (EC 3.4.19.12) (Deubiquitinating enzyme CYLD) (Ubiquitin thioesterase CYLD) (Ubiquitin-specific-processing protease CYLD)	Cyld Cyld1 Kiaa0849	Mus musculus (Mouse)	952
Q6PAC3	DCA13_MOUSE	reviewed	DDB1- and CUL4-associated factor 13 (WD repeat and SOF domain-containing protein 1)	Dcaf13 Gm83 Wdsof1	Mus musculus (Mouse)	445
Q3TUL7	DCA17_MOUSE	reviewed	DDB1- and CUL4-associated factor 17	Dcaf17	Mus musculus (Mouse)	519
P61963	DCAF7_MOUSE	reviewed	DDB1- and CUL4-associated factor 7 (WD repeat-containing protein 68) (WD repeat-containing protein An11 homolog)	Dcaf7 Han11 Wdr68	Mus musculus (Mouse)	342
Q8BZJ7	DCNL2_MOUSE	reviewed	DCN1-like protein 2 (DCUN1 domain-containing protein 2) (Defective in cullin neddylation protein 1-like protein 2)	Dcun1d2 Dcun1l2	Mus musculus (Mouse)	259
Q9D9Z5	DDA1_MOUSE	reviewed	DET1- and DDB1-associated protein 1	Dda1	Mus musculus (Mouse)	102
Q9D5V5	CUL5_MOUSE	reviewed	Cullin-5 (CUL-5)	Cul5	Mus musculus (Mouse)	780
Q80TT8	CUL9_MOUSE	reviewed	Cullin-9 (CUL-9) (p53-associated parkin-like cytoplasmic protein)	Cul9 Kiaa0708 Parc	Mus musculus (Mouse)	1865
Q9QZM8	FBX17_MOUSE	reviewed	F-box only protein 17 (F-box only protein 26)	Fbxo17 Fbx17 Fbxo26	Mus musculus (Mouse)	286
Q8BH16	FBXL2_MOUSE	reviewed	F-box/LRR-repeat protein 2 (F-box and leucine-rich repeat protein 2)	Fbxl2	Mus musculus (Mouse)	423
Q8CHQ0	FBX4_MOUSE	reviewed	F-box only protein 4	Fbxo4 Fbx4	Mus musculus (Mouse)	385
Q8CIG9	FBXL8_MOUSE	reviewed	F-box/LRR-repeat protein 8 (F-box and leucine-rich repeat protein 8) (F-box protein FBL8)	Fbxl8 Fbl8	Mus musculus (Mouse)	374
Q8C0T1	FM1AB_MOUSE	reviewed	Protein fem-1 homolog A-B (FEM1a-B) (FEM1-alpha-B)	Fem1ab	Mus musculus (Mouse)	654
Q9CR14	FANCL_MOUSE	reviewed	E3 ubiquitin-protein ligase FANCL (EC 2.3.2.27) (Fanconi anemia group L protein homolog) (Proliferation of germ cells protein) (RING-type E3 ubiquitin transferase FANCL)	Fancl Phf9 Pog	Mus musculus (Mouse)	375
Q5SUS0	FBW10_MOUSE	reviewed	F-box/WD repeat-containing protein 10 (F-box and WD-40 domain-containing protein 10)	Fbxw10	Mus musculus (Mouse)	1030
Q8BG80	FBX46_MOUSE	reviewed	F-box only protein 46 (F-box only protein 34-like)	Fbxo46 Fbx46 Fbxo34l	Mus musculus (Mouse)	603
Q3ULA2	FBW1A_MOUSE	reviewed	F-box/WD repeat-containing protein 1A (Beta-TrCP protein E3RS-IkappaB) (Beta-transducin repeat-containing protein) (Beta-TrCP) (E3RSIkappaB) (mE3RS-IkappaB) (F-box and WD repeats protein beta-TrCP) (HOS) (Ubiquitin ligase FWD1) (pIkappaB-E3 receptor subunit)	Btrc Fbw1 Fbxw1 Fwd1 Kiaa4123	Mus musculus (Mouse)	605
Q3TQF0	FBX31_MOUSE	reviewed	F-box only protein 31	Fbxo31 MNCb-2609	Mus musculus (Mouse)	507
Q7TSG3	FBX5_MOUSE	reviewed	F-box only protein 5 (Early mitotic inhibitor 1)	Fbxo5 Emi1	Mus musculus (Mouse)	421
Q7TQF2	FBX10_MOUSE	reviewed	F-box only protein 10	Fbxo10 Gm634	Mus musculus (Mouse)	950
Q9QXW0	FBXL6_MOUSE	reviewed	F-box/LRR-repeat protein 6 (F-box and leucine-rich repeat protein 6) (F-box protein FBL6)	Fbxl6 Fbl6 MNCb-1275	Mus musculus (Mouse)	535
Q8CEF1	FEM1C_MOUSE	reviewed	Protein fem-1 homolog C (FEM1c) (FEM1-gamma)	Fem1c Kiaa1785	Mus musculus (Mouse)	617
Q9Z2G1	FM1AA_MOUSE	reviewed	Protein fem-1 homolog A-A (FEM1a-A) (FEM1-alpha-A)	Fem1aa Fem1a	Mus musculus (Mouse)	654
Q7TPD1	FBX11_MOUSE	reviewed	F-box only protein 11	Fbxo11	Mus musculus (Mouse)	930
Q9QZN0	FBX15_MOUSE	reviewed	F-box only protein 15	Fbxo15 Fbx15	Mus musculus (Mouse)	433
Q9QZM9	FBX16_MOUSE	reviewed	F-box only protein 16	Fbxo16 Fbx16	Mus musculus (Mouse)	334
Q8K3B1	FBSP1_MOUSE	reviewed	F-box/SPRY domain-containing protein 1 (F-box only protein 45) (mFbxo45)	Fbxo45	Mus musculus (Mouse)	286
Q9DC63	FBX3_MOUSE	reviewed	F-box only protein 3	Fbxo3 Fba Fbx3	Mus musculus (Mouse)	480
Q6NS60	FBX41_MOUSE	reviewed	F-box only protein 41	Fbxo41 D6Ertd538e Kiaa1940	Mus musculus (Mouse)	873
Q8CDI2	FBX43_MOUSE	reviewed	F-box only protein 43 (Endogenous meiotic inhibitor 2)	Fbxo43 Emi2	Mus musculus (Mouse)	640
A2A6H3	FBX47_MOUSE	reviewed	F-box only protein 47	Fbxo47	Mus musculus (Mouse)	451
Q8BH70	FBXL4_MOUSE	reviewed	F-box/LRR-repeat protein 4 (F-box and leucine-rich repeat protein 4)	Fbxl4	Mus musculus (Mouse)	621
